Partnership_ID,Program_Year,Verified,Program_ID,Organizational_ID,School_ID,Program_Name,Sch_Org_Name,School_Name,Primary_Org_Site_Contact_Email,Primary_Sch_Based_Contact_Name,Service_Type,O_Primary_Address,O_City,O_Zip,O_Type,Service_Delivery_Method,School_ID,TLT,School_Code,S_Primary_Contact_Name,S_Primary_Contact_Email,S_Street_Address,S_City,S_Zip,S_Principal_email,School Grades,Language_Capability,Rating_Q1,Partnership_Agreement,Program_Date_Last_Updated,Partnership_Date_Last_Updated,Sch_Date_Updated,Expand_to_New_Sites,Active,Program_Type,School_Approval_Status,Service_Delivery_Time_Afterschool,Service_Delivery_Time_School Vacation,Service_Delivery_Time_Summer,Service_Delivery_Time_Weekend,Service_Delivery_Time_Before School,Service_Delivery_Time_School Day,Service_Delivery_Time_School Day (Non-Class Time),Service_Delivery_Time_School Day (Class Time),O_501c3_Certification,O_Liability_Insurance,O_CORI_Policy,Grade_Level_Served_Pre-School,Grade_Level_Served_Elementary,Grade_Level_Served_Middle School,Grade_Level_Served_High School,Service_Associated_Fees_Student,School_Grades_Served_PreK,School_Grades_Served_K,School_Grades_Served_1,School_Grades_Served_2,School_Grades_Served_3,School_Grades_Served_4,School_Grades_Served_5,School_Grades_Served_6,School_Grades_Served_7,School_Grades_Served_8,School_Grades_Served_9,School_Grades_Served_10,School_Grades_Served_11,School_Grades_Served_12,EFA_School,tbl_organizations_Temp_CCR,tbl_organizations_Temp_PhyHealthCollab,tbl_organizations_Temp_BH,Expand_Partnerships,tbl_organizations_Temp_Funded_Partners,Expanding_Site_Capacity,P_Grades_Served_K1(2),P_Grades_Served_PreK,P_Grades_Served_K0,P_Grades_Served_K1,P_Grades_Served_K,P_Grades_Served_K2,P_Grades_Served_1,P_Grades_Served_2,P_Grades_Served_3,P_Grades_Served_4,P_Grades_Served_5,P_Grades_Served_6,P_Grades_Served_7,P_Grades_Served_8,P_Grades_Served_9,P_Grades_Served_10,P_Grades_Served_11,P_Grades_Served_12,P_Days_of_Operation_M,P_Days_of_Operation_T,P_Days_of_Operation_W,P_Days_of_Operation_Th,P_Days_of_Operation_F,P_Days_of_Operation_S,P_Days_of_Operation_Su,Schools_AssociatedFees,Days_Multiselect_M,Days_Multiselect_Tu,Days_Multiselect_W,Days_Multiselect_Th,Days_Multiselect_F,Days_Multiselect_Sa,Days_Multiselect_Su,Grades_Multiselect_K0,Grades_Multiselect_K1,Grades_Multiselect_K2,Grades_Multiselect_1,Grades_Multiselect_2,Grades_Multiselect_3,Grades_Multiselect_4,Grades_Multiselect_5,Grades_Multiselect_6,Grades_Multiselect_7,Grades_Multiselect_8,Grades_Multiselect_9,Grades_Multiselect_10,Grades_Multiselect_11,Grades_Multiselect_12,Grades_Multiselect_AltEd,Partnership_Fund,Direct_Service,Tier_Multiselect_Tier1,Tier_Multiselect_Tier2,Tier_Multiselect_Tier3,GradeLevel_Multiselect_PreSchool,GradeLevel_Multiselect_Elementary,GradeLevel_Multiselect_Middle,GradeLevel_Multiselect_HighSchool,GradeLevel_Multiselect_AltEdu,GradeLevel_Multiselect_PostSec,DeliveryTime_Multiselect_After,DeliveryTime_Multiselect_Before,DeliveryTime_Multiselect_SchoolDayIn,DeliveryTime_Multiselect_SchoolDayOut,DeliveryTime_Multiselect_SchoolVacation,DeliveryTime_Multiselect_Summer,DeliveryTime_Multiselect_Weekend,Transportation,Grade_Multiselect_K0,Grade_Multiselect_K1,Grade_Multiselect_K2,Grade_Multiselect_1,Grade_Multiselect_2,Grade_Multiselect_3,Grade_Multiselect_4,Grade_Multiselect_5,Grade_Multiselect_6,Grade_Multiselect_7,Grade_Multiselect_8,Grade_Multiselect_9,Grade_Multiselect_10,Grade_Multiselect_11,Grade_Multiselect_12,Grade_Multiselect_AltEdu,Homelessness,SWD_Support,TitleIXRace_Participation,TitleIXGender_Participation,Current_Partnerships,CORI_SORI
5996,2017-2018,Current Partner,1426,160,110,Accelerate,Boston Partners in Education,Mission Hill K-8 School,shara_guarnaccia@bostonpartners.org,,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Individual Support, Mentoring, Small Groups, Tutoring",110,3,4285,,missionhill@bostonpublicschools.org,40 Armington Street,Allston,02134,amoore@bostonpublicschools.org,K1-8,English,Not Yet Rated,,1/3/2019 3:20:40 PM,12/28/2017 3:46:37 PM,2/7/2019 7:46:37 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes, Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
6706,2017-2018,Unsure of Partnership,1426,160,107,Accelerate,Boston Partners in Education,Mendell Elementary School,shara_guarnaccia@bostonpartners.org,,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Individual Support, Mentoring, Small Groups, Tutoring",107,5,4370,,mendell@bostonpublicschools.org,19 Oakton Avenue,Dorchester,02122,ebryan@bostonpublicschools.org,K1-5,English,Excellent,,1/3/2019 3:20:40 PM,10/18/2018 3:52:00 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Pending,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes, Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
6709,2017-2018,Not a Partner,1426,160,43,Accelerate,Boston Partners in Education,Conley Elementary School,aysia_rodriguez@bostonpartners.org,Joseph Foley,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Individual Support, Mentoring, Small Groups, Tutoring",43,5,4080,,conley@bostonpublicschools.org,121 Corey Road,Brighton,02135,tmead@bostonpublicschools.org,K0-1,English,Not Yet Rated,,9/20/2018 5:29:21 PM,9/24/2018 7:19:41 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Denied,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, Yes, Yes,No,No,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
9130,2017-2018,Unsure of Partnership,1426,160,82,Accelerate,Boston Partners in Education,Jackson/Mann K-8 School,emelia_andres@bostonpartners.org,,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Individual Support, Mentoring, Small Groups, Tutoring",82,4,4620,,jackson-mann@bostonpublicschools.org,164 School Street,Roxbury,02119,jbott@bostonpublicschools.org,K1-5,,Not Yet Rated,,9/12/2018 5:08:26 PM,10/26/2017 6:37:06 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Pending,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes, Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
10004,2017-2018,Current Partner,1426,160,86,Accelerate,Boston Partners in Education,Kenny Elementary School,,,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Individual Support, Mentoring, Small Groups, Tutoring",86,5,4390,,kenny@bostonpublicschools.org,70 Worcester Street,Boston,02118,msoto2@bostonpublicschools.org,K1-8,,Good,,9/12/2018 5:08:26 PM,10/24/2017 6:23:56 PM,2/5/2019 7:59:44 PM,TRUE,Active,School-based,Approved,,,,,,,,,Yes,Yes,Yes,Yes, Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
6718,2017-2018,Unsure of Partnership,1428,160,20,Motivate,Boston Partners in Education,Baldwin Early Learning Pilot Academy,emelia_andres@bostonpartners.org,Tavia Mead,Academic Support & Enrichment,44 Farnsworth Street,Boston,02210,Other School-Community Partner,"Mentoring, Small Groups, Tutoring",20,6,4621,,nzelc@bostonpublicschools.org,"Fenway Campus (grades 11-12)  360 Huntington Ave., 102 Cahners Hall",Boston,02115,cswalker@bostonpublicschools.org,11-12,,Good,,9/12/2018 5:08:26 PM,1/8/2018 6:19:46 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Pending,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, Yes,No,No,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8923,2017-2018,Current Partner,1442,1002,107,Northeastern University,Northeastern University,Mendell Elementary School,,,College & Career Readiness,,,,Higher Education,,107,5,4370,,mendell@bostonpublicschools.org,20 Kearsarge Avenue,Roxbury,02119,ahramiec@bostonpublicschools.org,9-12,English,Excellent,,12/27/2018 10:41:29 PM,2/9/2018 6:18:28 PM,2/6/2019 5:50:10 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8858,2017-2018,Current Partner,1442,1002,80,Northeastern University,Northeastern University,Hurley K-8 School,,,College & Career Readiness,,,,Higher Education,,80,6,4260,,hurley@bostonpublicschools.org,60 Washington St.,Dorchester,02121,lmcintyre@bostonpublicschools.org,9-12,English,Excellent,,12/27/2018 10:41:29 PM,10/19/2017 2:28:25 PM,1/30/2019 3:15:16 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
9104,2017-2018,Current Partner,1442,1002,83,Northeastern University,Northeastern University,Kennedy Academy for Health Careers 9-12,j.tobin@neu.edu,,College & Career Readiness,,,,Higher Education,,83,Redesign/Innovation,1440,,healthcareers@bostonpublicschools.org,25 Glen Road,Jamaica Plain,02130,rbriceno@bostonpublicschools.org,9-12,English,Rate Program,,2/7/2019 4:57:30 PM,,2/15/2019 1:28:44 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
6510,2017-2018,Current Partner,1760,1166,26,YouthHarbors,YouthHarbors,Boston Day/Evening Academy,ddorvilier@jri.org,,"Social, Emotional & Behavioral Health","75 Amory Street, Garden Level",Jamaica Plain,02119,Other School-Community Partner,Case-Management,26,Alternative Redesign,1410,,evening@bostonpublicschools.org,95 Needham Road,Hyde Park,02136,bsteele@bostonpublicschools.org,2-8,,Excellent,,9/12/2018 5:08:26 PM,10/25/2017 8:57:10 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
6511,2017-2018,Current Partner,1760,1166,34,YouthHarbors,YouthHarbors,Burke High School,ddorvilier@jri.org,,"Social, Emotional & Behavioral Health","75 Amory Street, Garden Level",Jamaica Plain,02119,Other School-Community Partner,Case-Management,34,Transformation,1120,,burke@bostonpublicschools.org,50 Rev. Burke Street,South Boston,02127,cmartin2@bostonpublicschools.org,K2-5,,Excellent,,9/12/2018 5:08:26 PM,10/20/2017 5:20:01 PM,1/25/2019 7:27:14 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
9063,2017-2018,Current Partner,919,804,40,Artward Bound,Massachusetts College of Art and Design,Community Academy,,,Arts Programming,621 Huntington Avenue,Boston,02115,Higher Education,,40,Alternative Redesign,1340,,commacad@bostonpublicschools.org,75 Malcolm X Boulevard,Roxbury,02120,bdickens@bostonpublicschools.org,9-12,,Excellent,,1/3/2019 4:36:31 PM,8/29/2018 8:57:27 PM,12/7/2018 6:15:31 PM,FALSE,Active,non-School-based,Approved,,,,,,,,,Yes,,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8690,2017-2018,Current Partner,991,884,126,Riverside Theatre Works,Riverside Theatre Works,Roosevelt K-8 School,,,Arts Programming,,,,Culture & Recreation,,126,5,4192,,roosevelt@bostonpublicschools.org,50 Bunker Hill Street,Charlestown,02129,jgallagher@bostonpublicschools.org,K1-5,"English, Spanish, some Chinese & Vietnamese (depending upon NECO student body)",Good,,9/27/2018 7:10:55 PM,9/24/2018 7:46:43 PM,12/7/2018 6:15:31 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8814,2017-2018,Current Partner,1470,327,120,Paraclete Afterschool Program,Paraclete,Perkins Elementary School,,,Academic Support & Enrichment,207 E Street,Boston,02127,Other School-Community Partner,Tutoring,120,1,4022,,perkins@bostonpublicschools.org,164 School Street,Roxbury,02119,jbott@bostonpublicschools.org,K1-5,"English, Spanish, some Chinese & Vietnamese (depending upon NECO student body)",Good,,9/27/2018 7:10:55 PM,10/26/2017 3:42:05 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,Yes, Yes,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8833,2017-2018,Current Partner,1835,1176,95,The Possible Project,The Possible Project,Madison Park Technical Vocational High School,robert@possibleproject.org,Madison Park Technical Vocational High School,Academic Support & Enrichment,17 Sellers Street,Cambridge,02139,Other School-Community Partner,,95,Transformation,1210,Kevin McCaskill,kmccaskill@bostonpublicschools.org,25 Walk Hill Street,Jamaica Plain,02130,lchaves@bostonpublicschools.org,K1-8,"English, Spanish, some Chinese & Vietnamese (depending upon NECO student body)",Not Yet Rated,,9/27/2018 7:10:55 PM,9/28/2017 4:59:35 PM,1/30/2019 4:10:16 PM,FALSE,Active,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,,,,,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8507,2017-2018,Current Partner,619,568,69,New England College of Optometry Vision Screening Program,New England College of Optometry (NECO),Harvard/Kent Elementary School,,,Physical Health & Wellness,"424 Beacon St,",Boston,02115,Higher Education,Assessment,69,6,4280,,harvard-kent@bostonpublicschools.org,50 Bunker Hill Street,Charlestown,02129,jgallagher@bostonpublicschools.org,K1-5,,Good,,9/12/2018 5:19:10 PM,9/24/2018 7:46:29 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,,,,,,,,,Yes,Yes,Yes,Yes, Yes, Yes,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
6982,2017-2018,Current Partner,619,568,107,New England College of Optometry Vision Screening Program,New England College of Optometry (NECO),Mendell Elementary School,tattersallp@neco.edu,,Physical Health & Wellness,"424 Beacon St,",Boston,02115,Higher Education,Assessment,107,5,4370,,mendell@bostonpublicschools.org,174 Ipswich Street,Boston,02215,gwalker2@bostonpublicschools.org,9-12,,Excellent,,9/12/2018 5:19:10 PM,10/27/2017 8:11:08 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, Yes, Yes,No,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
7260,2017-2018,Not Yet Verified,619,568,31,New England College of Optometry Vision Screening Program,New England College of Optometry (NECO),Boston Teachers Union K-8 School,tattersallp@neco.edu,School nurse,Physical Health & Wellness,"424 Beacon St,",Boston,02115,Higher Education,Assessment,31,5,4661,,btuschool@bostonpublicschools.org,655 Metropolitan Ave.,Hyde Park,02136,flocker@bostonpublicschools.org,9-12,,Excellent,,9/20/2018 5:29:21 PM,10/26/2017 1:59:46 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, Yes, Yes,No,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8506,2017-2018,Current Partner,695,503,69,Museum of Science Fenway High School Partnership,"Museum of Science, Boston",Harvard/Kent Elementary School,,,Academic Support & Enrichment,,,,Culture & Recreation,Volunteer Mobilization,69,6,4280,,harvard-kent@bostonpublicschools.org,28 Walker Street,Charlestown,02129,ldoherty2@bostonpublicschools.org,6-8,,Excellent,,9/20/2018 5:29:21 PM,11/3/2017 2:11:31 PM,12/7/2018 6:15:31 PM,FALSE,Yes,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
